"Position ID","Predicted Move","Correct Moves","Correctness","Piece","Tag"
"12","e1,e8,g1,b3,g4,d3,c1,0-1,e2,e4,g2,b1,f2,b5,g3,c4,d6,c2,-,d4,d5,1/2-1/2,f3,,e3,c6,f4","e1","true","K","KingUncommonOpening"
"13","f1,e2,g1,d2,f2,d1,d3,e7,f3,b2,h2,$,g4,f7,x,!,g5,-,f8,#,e8,a3,f5,+,h5,d4,P","f1","true","Ke1","KingUncommonOpening"
"14","e1,f2,d1,e2,g1,d3,e8,g2,f1,d2,f3,c4,f5,b7,f7,0-1,d4,e7,e4,g4,1/2-1/2,,b5,g6,-,a7,f6","e1","true","K","KingUncommonOpening"
"15","e2,d2,f2,h2,d1,e7,f1,$,d3,e1,f3,a2,e8,b2,+,e3,d4,h1,c5,e5,d8,g2,d7,x,,c3,c2","e2","true","Ke1","KingUncommonOpening"
"16","e1,e8,e3,f4,c2,d4,g4,d3,d6,0-1,d2,e2,g3,g1,h4,+,c7,c5,g5,,f1,f2,c3,-,b3,d5,d1","e1","true","K","KingUncommonOpening"
"17","e2,f2,$,d1,f1,d2,g2,f3,x,+,b2,e7,g1,d3,d7,a2,f6,,h2,h3,!,e8,1-0,d4,a8,b5,1/2-1/2","e2","true","Ke1","KingUncommonOpening"
"18","c1,e1,c2,f1,b6,g1,f4,e3,d2,c7,c3,c8,b8,g6,b1,b3,h6,c4,d4,b2,d1,f8,h1,a3,g2,a1,b4","c1","true","K","KingLategame"
"19","b1,c2,d2,d1,b2,+,$,b3,e1,e2,e3,c3,c7,a1,d3,c1,x,N,b4,P,d5,c8,d7,R,-,g5,g1","d2,c2,d1,b1","true","Kc1","KingLategame"
"20","h1,a8,a1,f3,h8,f1,g2,h7,h2,a4,b1,h4,g6,h5,g4,a2,d1,e4,a6,b4,b2,a5,g3,1-0,0-1,g5,!","h1","true","K","KingLategame"
"21","g2,g1,h2,h3,g3,f3,f1,h5,e1,f2,-,h7,h6,h4,e2,K,P,d2,+,c1,b7,g7,h8,c6,x,N,d1","g2,g1","true","Kh1","KingLategame"
"22","e2,g3,g2,b7,f2,d7,g1,f4,c4,c2,f1,e4,h1,a2,f7,Q,h2,d1,g5,d5,b1,e1,R,e5,h5,h4,d4","e2","true","K","KingLategame"
"23","f1,d1,f3,d2,d3,e1,f2,e3,g2,e2,e4,b2,c2,e8,g4,e6,h2,c1,c4,h5,c6,e7,e5,d8,c5,+,-","d2,f1,e1,d1","false","Ke2","KingLategame"
"24","g1,g8,h1,b1,e1,d1,h4,g2,g5,g3,c1,b6,a7,e5,c8,h3,b5,c4,f6,a1,f4,1/2-1/2,c3,b8,f8,b7,e2","g1","true","K","KingOneLegalMove"
"25","h1,h2,f1,g2,g1,$,g3,f2,a1,g4,+,P,g8,h8,x,0-1,1-0,f3,!,h3,a6,1/2-1/2,b6,K,#,R","h1","true","Kg1","KingOneLegalMove"
"26","e7,e8,c7,d7,f1,c8,b3,e2,d3,N,g8,d5,B,c3,Q,R,e6,c2,e4,K,d1,P,d8,g7,b2,c6,f7","b5","false","K","KingChecks"
"27","b4,c4,c5,c6,a5,b6,a6,a4,d3,b2,+,b3,-,d4,d5,e5,b8,b5,#,d7,b7,e2,K,h5,d6,f1,x","b6,a4","false","Kb5","KingChecks"
"28","f1,f8,d1,f3,f2,e6,d3,#,c4,b1,h6,c1,-,f7,g8,c8,e3,b7,h1,e8,+,g3,1/2-1/2,g1,b3,","f1","true","K","KingChecks"
"29","g1,e1,e2,g2,f2,+,b5,h1,c1,$,h2,d1,#,g3,,f4,h3,Q,f8,1-0,R,e7,c2,d2,a1,0-1","g1,e1","true","Kf1","KingChecks"
"30","c1,b3,e1,b1,g6,b6,d1,c3,c8,f4,c2,0-1,c4,b4,d3,f3,b8,!,#,,e4,a4,a1,h1,f1,1-0,b7","c1","true","K","KingChecks"
"31","b1,c2,d1,d3,d2,a1,b3,b2,c8,c1,$,c3,e1,N,f3,+,a2,e2,c7,P,Q,x,K,a3,1/2-1/2,g2,R","c2,b1","true","Kc1","KingChecks"
"32","f1,d1,f2,f8,d3,c4,h6,b1,e3,e6,g1,#,c1,h1,-,c2,a6,h4,g3,b7,a2,b4,a7,d2,e5,f7","f1","true","K","KingChecks"
"33","e1,g1,e2,g2,f2,h1,+,f3,d1,c1,-,g3,$,d2,f4,,x,#,R,Q,K,P,1/2-1/2,0-1,h3,f1","e1","true","Kf1","KingChecks"
"34","f1,d1,f8,c1,f2,c4,h6,d4,e1,#,e6,f3,b1,-,h1,d3,a1,!,b7,,g3,e5,e3,e8,+,1/2-1/2","f1","true","K","KingChecks"
"35","e1,g2,e2,g1,d1,c1,+,d3,h1,f1,,-,d2,$,Q,d8,0-1,x,B,R,b5,#,N,1/2-1/2,P,c2,f2","g2","false","Kf1","KingChecks"
"36","e1,e3,a1,d3,c3,e8,b1,b3,g1,c1,d1,0-1,a3,f2,b7,d4,g6,1/2-1/2,f4,c2,f1,,g2,e2,c4,d2,c6","e1","true","K","KingCastle"
"37","c1,d1,c2,a1,c8,$,b4,g1,f2,+,1-0,d2,a4,0-1,!,c4,b5,1/2-1/2,b1,e7,f3,g3,e2,a2,#,e1,","d1,c1","true","Ke1","KingCastle"
"38","e1,d1,e8,b1,c1,g1,e3,a1,0-1,e7,d3,e2,b3,1/2-1/2,b7,f3,,c4,g6,d5,c8,d7,b5,d6,f7,d4","e1","true","K","KingCastle"
"39","g1,f1,d2,e2,f2,b1,g8,d1,+,c1,$,g5,d4,h1,g2,-,b2,g3,d3,c2,e7,f8,P,N,c6,a2,f7","f1,g1","true","Ke1","KingCastle"
"40","c3,d4,c5,b7,d1,b4,a1,b6,d6,d8,c6,f2,g1,a4,c1,g7,e7,a7,Q,a3,h4,b5,b2,b3,e5,d2,b8","c3","true","Q","Queen"
"41","b2,c2,c5,g3,d2,g7,a5,b3,c4,c1,e3,e5,h3,a3,b4,e1,d1,a4,a1,d4,h8,f3,c7,d3,c3,P,b1","b4,c2,b2,c1","false","Qc3","Queen"
"42","d8,c2,d5,g2,b2,f7,e8,e7,h2,c8,a2,g8,b8,e5,g1,c7,f2,g7,a1,h8,b1,d7,d2,e2,d1,g5,b7","d8","true","Q","QueenAsBlack"
"43","d6,d7,f6,b6,c7,a5,c8,e7,d5,e8,c6,h4,b8,f5,g7,h6,d8,c5,f7,g5,b7,f8,h7,e6,g4,,a8","d7,d6","true","Qd8","QueenAsBlack"
"44","d5,d8,b5,d7,d6,c2,c5,e6,f3,a4,b7,a5,a6,e8,e2,h4,g4,c7,c4,c6,a2,g2,c3,b4,b2,$,a1","d5","true","Q","QueenAsBlack"
"45","g2,d1,e5,h1,c6,e4,a5,d8,f5,c4,g5,d4,d6,a2,h5,c5,b4,b5,e6,b3,d7,b7,d3,b2,d2,f7,a8","d6,c6,h5,g5,f5,e5,c5,b5,a5,e4,d4,c4,f3,d3,b3,g2,d2,a2","false","Qd5","QueenAsBlack"
"46","d2,d4,g1,b6,f6,g7,g3,h4,c4,d5,e5,e2,B,g8,f2,e8,d7,c6,d6,Q,N,c5,b1,-,a4,b3,b5","d2","true","Q","QueenUncommonOpening"
"47","g5,c3,d1,h6,e3,a5,f4,b4,e1,g2,c1,h2,b2,f2,d4,d3,c5,e2,g3,a2,d7,d8,c2,e5,h5,$,d5","g5,a5,f4,b4,e3,c3,d1","false","Qd2","QueenUncommonOpening"
"48","d1,g2,g7,e4,c2,f2,b5,h5,b7,f1,h7,a6,0-1,d8,f7,d7,a7,c6,g1,d5,c8,g8,e7,d6,e1,+,","d1","true","Q","QueenUncommonOpening"
"49","h5,e2,f3,g4,d5,d3,e1,d7,d2,f5,c1,d4,b3,b1,a4,g5,f4,c5,a1,g6,b5,e5,c2,h2,f6,h6,f1","h5,g4,f3,e2","true","Qd1","QueenUncommonOpening"
"50","d1,d8,e1,f1,f7,e8,x,0-1,h8,,b7,e6,d5,f2,f3,g1,c2,b5,c7,a7,c3,c8,1/2-1/2,f8,h7,e3,h1","d1","true","Q","QueenUncommonOpening"
"51","f3,e2,h5,g4,d3,d4,e1,c1,a6,g1,d5,b1,d2,f1,f4,h3,d7,d6,d8,b5,h6,d1,b3,f5,a4,g3,f6","f3,e2","true","Qd1","QueenUncommonOpening"
"52","b7,f4,d7,e2,f1,g2,c7,g7,f2,c2,c4,a8,R,a7,h7,B,d8,K,h5,b4,e3,-,N,c1,a6,0-1,h1","b7","true","Q","QueenCanPromote"
"53","b8,c8,b6,a8,c6,a6,d7,e7,f7,d5,e4,g2,c7,b3,f3,a7,e8,b1,b4,g8,d8,b5,h7,g7,b2,h1,b7","b8","true","Qb7","QueenCanPromote"
"54","b7,e4,c7,c8,c1,c4,b5,b8,a8,c6,d8,g2,c2,b3,d7,f5,b2,d5,e6,a7,a6,f7,f8,f1,a2,a5,f2","b7,e4","true","Q","TwoQueensOfOnePlayer"
"55","b8,c8,a7,b4,c6,b5,b6,a6,e4,g7,c7,d5,f3,b2,d6,a8,b3,e7,e6,e8,f7,g2,c2,b1,d7,d8,f5","c8,b8,a8,g7,f7,e7,d7,c7,a7,b6,a6,b5,b4","false","Qb7","TwoQueensOfOnePlayer"
"56","b8,h8,h1,g8,a6,c8,f3,a8,d8,b6,a4,c7,h2,c1,e8,a7,e5,h3,d7,a5,f1,e7,g1,a1,b5,h4,a3","b8","true","Q","PawnToQueenPromoted"
"57","b6,e8,d6,f8,g8,b3,c8,h8,b7,d8,f4,e5,g3,a8,b4,b5,c7,a7,b1,b2,h2,b8,e6,f5,d3,c6,d5","d8,c8,a8,c7,b7,a7,d6,b6","false","Qb8","PawnToQueenPromoted"
"58","c3,d1,b7,d4,c5,b4,g1,d8,c6,g3,Q,d7,b6,b8,b2,h4,a7,f7,a1,e7,b5,g2,c4,f6,d6,f1,g7","c3","true","Q","ManyQueenMoves"
"59","b3,b4,e3,g7,c4,g3,b6,c6,d4,c7,c2,a3,c3,h8,a5,d2,d3,b2,f3,e5,c1,b5,c8,f6,a4,h3,e1","g7,f6,e5,a5,d4,b4,h3,g3,f3,e3,d3,b3,a3,c2,c1","false","Qc3","ManyQueenMoves"
"60","d1,d7,d8,b5,x,c8,d6,c2,f3,e6,b4,b7,e7,d5,c6,f2,e4,g7,f7,c1,f1,h5,0-1,b1,b2,g3,h4","d1","true","Q","QueenNeedsToBlock"
"61","e2,d2,d3,c2,a4,d4,b3,e1,b5,d7,f3,d8,c1,$,d5,g4,+,d6,f1,h5,e4,b1,c4,c6,e6,d1,N","d3,e2","false","Qd1","QueenNeedsToBlock"
"62","d2,d4,b6,a4,f6,g1,b3,c1,f8,g3,c4,c5,b2,e3,b1,g8,c7,d6,e2,g7,a3,B,d8,f3,c6,e8,N","d2","true","Q","QueenIsPinned"
"63","c2,c3,d1,f4,d3,b4,e3,e1,g5,a5,d5,c1,d8,a2,e2,f2,b2,d2,d7,a4,d6,g2,g4,b3,h6,g7,b1","b4,c3","false","Qd2","QueenIsPinned"
"64","c2,c5,e6,c3,b2,a2,d7,d3,c7,g2,b3,b7,b1,d4,b5,d5,a7,f7,d6,g7,a3,,e3,d1,f1,h7,e1","c2","true","Q","QueenOnlyDiagonalMove"
"65","d3,d1,a4,b3,d4,g6,e4,h7,b1,c4,f5,c1,c6,$,c3,0-1,d2,b4,b5,c7,1/2-1/2,!,+,c5,#,","h7,g6,f5,e4,a4,d3,b3,d1,b1","false","Qc2","QueenOnlyDiagonalMove"
"66","d3,f7,c5,c3,d4,c6,e6,f2,f5,b2,e2,a4,b3,e4,c8,g4,a7,d5,a3,c2,g1,g7,b7,d2,c1,h8,f1","d3","true","Q","QueenCanOnlyCapture"
"67","e2,f1,g3,d2,d1,e4,e3,f3,d4,f2,d5,c3,d7,d8,f5,$,c4,h3,g6,f8,c2,g4,g1,b5,Q,!,x","e2","true","Qd3","QueenCanOnlyCapture"
"68","b2,c4,a2,h5,g4,h3,e4,h2,g3,f5,h4,b4,f4,f3,d5,b1,g2,f2,f1,h1,c2,d4,c6,d1,d2,e2,f6","b2,a2","false","P","Pawn"
"69","b3,b4,a3,c3,c1,d3,c2,d4,g7,c5,e5,h8,f6,f5,h6,g6,b1,a1,-,a5,b5,a2,e6,a4,g3,Q,e7","b3,b4","true","Pb2","Pawn"
"70","e5,c2,h2,f3,b2,a2,d3,e3,g4,g5,f2,g2,e6,e4,f6,b4,b3,h3,d2,d4,g3,h4,a4,b1,c5,c4,b8","e5,f3,h2,c2,b2,a2","true","P","Pawn"
"71","f6,e6,e4,b8,d6,+,-,#,g4,f5,h7,c7,f1,c5,0-1,1-0,b7,a7,h6,e8,g3,,g7,h2,P,a1,a4","f6,e6","true","Pe5","Pawn"
"72","f2,h2,e2,c4,c5,c2,a2,g3,h3,b4,d2,e3,b2,b5,a3,d4,b3,c6,d3,g5,f5,d7,b7,g4,a5,g2,e5","c5,h2,f2,c2,a2","false","P","Pawn"
"73","c6,d6,b7,f8,b6,e6,a6,b5,a7,d5,-,c4,#,b3,c8,e3,g4,f5,g3,f1,a5,+,N,P,g2,B,f7","c6","true","Pc5","Pawn"
"74","d5,g5,e7,c7,h7,f7,a7,b7,e5,b5,g7,d7,g4,h5,a5,c8,h2,e2,h6,b8,+,e3,e6,b6,h8,g8,g6","d5,h7,f7,e7,c7,b7,a7,g5","true","P","PawnAsBlack"
"75","c4,d4,e4,c5,f4,f3,b4,e6,e5,c6,d6,b3,P,d3,B,,N,b1,b6,c3,e1,h1,e2,#,c1,d2,a8","c4,d4","true","Pd5","PawnAsBlack"
"76","c7,a7,b7,e6,f7,g7,h7,d7,d5,a5,c6,f1,d3,a6,c4,d4,c8,g4,c2,a2,e8,c5,a1,b4,e7,b6,f2","h7,g7,f7,c7,b7,a7,e6","true","P","PawnAsBlack"
"77","h5,h6,f5,b4,f6,g8,h3,e7,g5,d6,b3,g7,d2,a6,h8,a4,d3,c2,g6,e4,e2,e3,b6,-,f7,a7,b1","h6,h5","true","Ph7","PawnAsBlack"
"78","e2,g2,c2,h3,a2,b2,f2,d3,h4,g3,d2,b4,e3,b1,g1,f4,c1,h2,c5,d4,a4,g4,b3,d6,e7,f1,c3","h3,d3,g2,f2,e2,c2,b2,a2","true","P","PawnUncommonOpening"
"79","h4,-,g4,h2,g5,g2,f5,a5,a3,f4,g3,d7,h6,h7,x,e3,g6,c5,e6,e4,f3,,h1,b7,d4,,+","h4","true","Ph3","PawnUncommonOpening"
"80","d2,c2,g2,f2,h2,e4,e2,a2,b3,b2,g4,b4,e5,a1,a4,f4,c7,c4,c6,h3,g3,h4,d7,a3,d3,Q,e6","b3,h2,g2,f2,d2,c2","false","P","PawnUncommonOpening"
"81","b4,a4,c4,a5,c5,b6,a3,d4,a2,c3,b2,c2,f7,e6,h6,b8,g3,P,K,#,e5,Q,g4,B,,h4,-","b4","true","Pb3","PawnUncommonOpening"
"82","d2,c2,g2,f5,f2,a2,b2,h3,e2,g3,h5,b4,b7,d5,a4,c6,e4,a6,c7,g7,b5,h4,g1,c5,d6,c4,e7","f5,h3,g2,f2,d2,c2,b2,a2","true","P","PawnUncommonOpening"
"83","f6,e6,g6,f4,e5,g4,g7,f3,c8,c2,N,d3,h6,b7,b1,g5,d6,f7,d7,g3,c7,f1,b3,c5,,b4,B","f6","true","Pf5","PawnUncommonOpening"
"84","c2,h2,d2,f2,g4,b2,a2,e3,g2,d3,e4,d5,b7,g3,f6,h7,e6,g6,f3,c3,e5,g7,d7,g1,e2,e7,g5","g4,e3,h2,f2,d2,c2,b2,a2","true","P","PawnUncommonOpening"
"85","g5,h5,f5,f4,f3,f6,g6,a5,-,d7,h4,b4,b6,h6,e5,c4,h3,d4,g7,b7,h7,#,e6,d8,Q,a6,e2","g5","true","Pg4","PawnUncommonOpening"
"86","b5,f4,b2,h2,g3,a3,b6,e3,c5,e5,a5,d2,g5,f6,b8,d6,d5,g6,e4,f8,b3,c2,c8,f3,d1,f2,d3","b5,f4,g3,h2,b2","true","P","PawnLategame"
"87","b6,a6,c6,d6,$,h6,+,b8,1-0,1/2-1/2,c7,a7,#,0-1,g7,!,a4,d7,e2,b4,N,c5,b7,x,P,d5","a6,b6","true","Pb5","PawnLategame"
"88","c4,g4,a2,f5,f3,h4,h2,d3,f4,d2,e4,d4,g5,b2,a4,a1,g1,g3,e2,b4,e8,f2,g6,a7,#,b6,e1","g4,c4,a2","true","P","PawnLategame"
"89","g5,f5,h5,b6,e6,h4,f3,g6,f2,g3,!,g7,e5,c8,f7,f6,a5,e7,f4,d1,h8,g1,c6,R,h1,c7,d5","g5","true","Pg4","PawnLategame"
"90","f3,h2,g2,b3,a3,a4,b2,c5,a5,c3,e4,d3,e5,b6,e3,b5,f4,c2,d6,N,c4,a2,d5,c1,e7,f6,c6","h2","false","P","OnlyOneOfManyPawnCanMove"
"91","g3,h3,h4,g1,d6,h1,f2,g2,a2,e2,d2,g4,h7,e5,h6,b8,b2,b6,b4,f4,a5,e3,h5,c4,e6,a4,c3","g3,h3,h4","true","Ph2","OnlyOneOfManyPawnCanMove"
"92","a3,g7,f4,h7,a6,c6,d5,e4,f5,c7,f3,b6,e3,b5,b3,c4,e5,a7,d4,c3,h2,a4,g6,d6,g4,f6,f8","h7,g7","false","P","OnlyFiewPawnsLeft"
"93","h5,h6,g6,f6,a6,g8,g7,b6,b5,g5,a5,d2,-,h8,d6,h3,e2,c2,e3,d3,a7,c6,g4,a4,e7,d7,b4","h6,h5","true","Ph7","OnlyFiewPawnsLeft"
"94","h2,f2,a3,e3,d3,d5,b4,f4,a2,b6,a4,b5,b2,a5,c4,c2,b3,c5,c3,g3,+,e5,h5,h6,g1,g2,c8","h2","true","P","PawnCanCapture"
"95","g3,h3,h4,g1,h1,d6,f2,e2,g2,h5,h6,a2,c7,c2,h7,d2,f3,e5,b2,b8,c6,h8,a8,c8,d4,f4,d8","g3","true","Ph2","PawnCanCapture"
"96","h2,e4,a3,a4,b3,f4,d5,f3,c4,b6,+,d4,h3,h4,d3,g5,c1,a5,d6,c8,b2,c5,a2,c6,a1,e6,g3","h2","true","P","OnlyOnePawnLeft"
"97","h3,h4,g2,g3,d6,f4,g5,f3,a2,h6,g1,a4,e5,e2,h5,a5,a3,g4,f2,h1,b2,a6,e1,g8,e6,d4,b4","h3,h4","true","Ph2","OnlyOnePawnLeft"
"98","d2,e2,f2,a2,b3,c2,h4,g3,g5,g2,h2,b4,f6,g4,a5,d3,b2,c3,f1,a3,$,c4,e4,d4,b5,P,!","b3,f2,e2,d2,a2","true","P","PawnCanOnlyMoveOneSquareFromStartPosition"
"99","b4,a4,c5,c4,d5,a5,d4,b7,b8,c2,g8,a3,h6,g6,f7,b6,a6,g4,c6,e4,b3,c7,b2,d3,g3,e5,","b4","true","Pb3","PawnCanOnlyMoveOneSquareFromStartPosition"
"100","d2,c2,f5,e2,a4,b3,g3,a3,h4,a2,c3,g4,f6,f2,h2,$,g5,d3,e6,b5,f3,b2,a5,x,N,e5,Q","e2,d2","false","P","PawnCanOnlyMoveOneSquareFromStartPosition"
"101","e3,e4,g4,a3,d3,g2,c3,f1,f4,b5,f2,d1,e1,c5,c4,b4,g3,f3,d4,a6,c2,b2,a2,-,h2,b8,g7","e3","true","Pe2","PawnCanOnlyMoveOneSquareFromStartPosition"
"102","e2,a2,g2,c3,c2,b3,h2,f2,b2,d1,d3,,0-1,d7,$,!,1-0,+,e6,b6,c4,N,#,c6,d5,e7,K","e2","true","P","PawnHasToCapture(Check)"
"103","d3,e3,e4,f3,d1,b5,f1,e1,a6,c4,d2,c8,g3,e6,d4,f2,h5,c6,g4,e8,b6,g2,a4,a3,-,e7,c7","d3","true","Pe2","PawnHasToCapture(Check)"
"104","f1,c1,e6,g5,f2,d2,g2,h1,b6,c3,h8,c8,h2,f4,d1,a3,a1,b3,e7,g6,b1,a8,g3,e5,b2,c5,d5","f1","true","B","Bishop"
"105","e2,d3,b5,c4,h3,g2,f5,f3,a6,e4,e1,a4,d1,g4,g1,b1,c2,h5,b7,d5,f1,a2,h1,f2,b2,b3,c6","e2","true","Bf1","Bishop"
"106","f8,c8,g5,d5,g8,b8,h8,e7,a5,e5,g4,f7,e8,b4,f1,d4,c1,b2,g7,h7,a1,h6,c7,d8,d7,g6,c5","f8,c8","true","B","BishopAsBlack"
"107","g7,h6,d6,c5,b4,e7,h5,a3,f6,f5,b2,P,e5,f4,g6,d7,-,K,B,e3,h3,a6,e6,d2,f7,x,d4","g7,h6","true","Bf8","BishopAsBlack"
"108","d7,b4,f8,e6,a8,b2,h8,x,a4,c4,c3,g7,h4,b8,a1,,c7,c2,h5,e2,g8,e7,b3,e4,a7,c5,f3","d7","true","B","BishopAsBlack"
"109","c6,a4,b5,f5,c8,g4,d1,e6,h3,b4,g2,d5,e7,c4,e8,d6,e2,d8,b6,-,b3,b7,B,h4,d7,a2,Q","c8,c6,b5,a4","false","Bd7","BishopAsBlack"
"110","d4,f4,c2,h5,b1,h6,f1,e2,f3,g3,b2,h3,h7,f6,g5,e5,h8,e4,h2,e1,d3,c1,h4,c8,f8,d7,g2","d4","true","B","BishopLategame"
"111","f6,c3,e5,c5,h8,a7,e3,a1,g7,b2,f2,b6,g1,d4,b8,+,x,d5,$,d8,d6,g3,N,c7,a5,b4,e1","h8,g7,a7,f6,b6,e5,c5,e3,c3,f2,g1","false","Bd4","BishopLategame"
"112","f1,-,e6,h2,f7,f2,h4,d4,g2,e4,a7,b2,f3,a6,c7,c6,g4,a3,a2,e3,a1,b7,x,e1,h6,f8,g1","f1","true","B","BishopLategame"
"113","g2,d3,e2,h3,b5,a6,c4,f3,f1,e4,d1,d5,g1,e1,b7,f5,f2,h2,c8,h1,b1,e6,g6,d2,h5,e3,-","h3,d3,g2,e2","true","Bf1","BishopLategame"
"114","e8,f4,c1,e2,a8,e1,c2,h1,b7,d7,e7,d4,b8,a3,e6,b4,g4,a5,e5,d1,c7,d8,g2,c4,c5,d5,b6","e8,f4,b7","false","B","BishopLategame"
"115","c6,d7,h5,b5,f7,g6,a4,d5,e6,c8,b3,f3,g8,a6,c4,b7,a8,e2,g4,f5,e4,h7,e7,a2,d3,h3,d8","f7,g6,h5","false","Be8","BishopLategame"
"116","c1,e2,g2,e4,a2,d2,f4,h4,c2,e5,f2,f1,h6,b3,g4,d1,h2,h3,b2,d3,b1,a1,g1,f3,b5,e1,h5","e2,c1","true","B","BishopUncommonOpening"
"117","h5,d3,f3,c4,b5,g4,f1,d1,e2,a6,e3,f7,$,a4,h6,d7,g3,c3,e5,a5,g6,x,g8,f5,P,e4,e8","a6,h5,b5,g4,c4,f3,d3,f1","false","Be2","BishopUncommonOpening"
"118","f1,f5,c1,b5,e4,c4,a6,d3,f8,b3,d1,e2,g6,c6,e6,f3,h6,h5,f6,d2,e1,a2,c8,f4,g2,c2,f2","f1","true","B","BishopUncommonOpening"
"119","d3,b5,e2,c4,a6,d7,g2,b7,f3,e7,d5,e6,g6,h2,e4,d2,c5,a4,f7,b3,h5,c2,h7,f6,e3,c3,b6","a6,b5,c4,d3,e2","true","Bf1","BishopUncommonOpening"
"120","f1,g4,e3,d2,g5,c1,c4,h8,e4,d1,b5,g6,e1,f8,e6,d3,c6,b2,a1,c5,g3,f4,h1,d5,a3,a6,c3","f1","true","B","BishopUncommonOpening"
"121","g2,h3,a6,c4,e2,b5,d3,b7,d5,f3,h1,d7,g1,f1,a3,h6,e4,a5,h4,h5,d4,f5,e6,a4,b4,P,c3","a6,b5,c4,h3,d3,g2,e2","true","Bf1","BishopUncommonOpening"
"122","g4,e3,d2,h4,g3,e1,d3,c2,e8,g1,h2,c7,b2,d4,c5,a3,a4,g2,h1,c6,g7,a1,c3,h7,f2,a5,f1","g4","true","B","OneBishopOfOnePlayer"
"123","f3,e6,e2,h3,d7,f5,d1,c8,h5,g6,e4,b5,c6,b7,h7,a4,e8,d5,b3,d3,c4,g3,a8,f7,g5,b1,c2","c8,d7,e6,h5,f5,h3,f3,e2,d1","true","Bg4","OneBishopOfOnePlayer"
"124","e2,b4,d2,c2,h4,a2,$,g2,a8,b1,c7,+,f1,b3,d4,g5,d1,c1,h6,f8,e3,1-0,e1,a5,f7,b5,d7","e2","true","B","OneBishopOfOnePlayer"
"125","f3,g4,d3,h5,b5,c4,d1,a6,f1,d7,e2,a4,e6,c2,c1,$,b7,B,P,K,g3,-,+,e4,h3,x,b3","a6,h5,b5,g4,c4,f3,d3","false","Be2","OneBishopOfOnePlayer"
"126","e3,d3,e5,f1,d5,g5,g6,h2,g7,b4,c1,b1,g1,h3,c8,e6,g4,d4,c6,f2,b2,c7,c2,c4,e1,e7,h7","e3,d3","true","B","TwoBishopsOfOnePlayer"
"127","c5,g5,f4,d4,d2,f2,a7,h6,c1,e4,g1,f6,d5,c4,g7,e2,b6,,g3,e3,h7,f5,R,b5,P,-,g4","h6,g5,c5,f4,d4,d2,c1","false","Be3","TwoBishopsOfOnePlayer"
"128","f1,e3,h3,f4,c4,h2,c1,g5,h5,d2,h4,c8,b7,g3,a5,B,b2,a3,b4,h6,a6,h1,c6,e5,b1,f3,a8","e3,f1","true","B","TwoBishopsOfOnePlayer"
"129","a7,f4,d2,d4,g5,c1,g1,f2,c5,b6,h6,e1,g4,c7,g7,h4,c3,e4,N,e7,B,-,h2,R,d3,,b2","h6,g5,f4,d4,d2,c1","false","Be3","TwoBishopsOfOnePlayer"
