"Game String","Moves Until Error","Error Type","First Illegal Move","Predicted Tokens"
"Ng1f3 Ng8f6 Nf3g1 Pd7d5 Pe2e3 Bc8e6 Pd2d3 Pg7g6 Nb1d2 Bf8g7 Ng1e2 Ke8g8 Ke1g1 Nb8d7 Kg1h1 Nf6e8 Pf2f4 Pc7c6 Ne2g3 Pf7f6 Pe3e4 Pe7e5 Pf4e5 Pf6e5 Pe3e4 Pd5e4 Pd3e4 Qd8e7 Qd1g4 Be6g4 Ph2h3 Bg4f5 Pe4f5 Nd7f6 Nd2e4 Ra8d8 Pg2g4 Bf5e4 Ne2g3 Ph7h6 Ng3e4 Nf6e4 Bf1d3 Ne4g3 Rf1f8 Qe7f8 Bd3e4 Qf8e7 Be4f3 Qe7b4 Bf3c6 Pb7c6 Ra1b1 Qb4e7 Bc1d2 Qe7g5 Bd2e3 Qg5e3 Rb1e1 Qe3d4 Re1b1 Qd4c5 Pc2c3 Qc5c3 Bf3c6 Kg8f7 Bc6e8 Kf7e8 Pb2c3 Ke8f7 Ph3h4 Kf7e7 Kh1g2 Ke7d6 Be8g6 Kd6c5 Kg2f3 Kc5d6 Kf3e3 Pe5e4","12","path obstruction","Ng1f3 Ng8f6 Nf3g1 Pd7d5 Pe2e3 Bc8e6 Pd2d3 Pg7g6 Nb1d2 Bf8g7 Ng1e2 Ke8g8 Ke1g1","75 5 55 49 5 62 52 5 49 55 6 37 35 6 40 41 4 30 44 6 32 33 6 61 60 5 15 32 4 54 61 5 55 40 1 46 62 1 39 55 5 22 37 1 55 63 5 52 46 6 48 50 6 29 28 5 40 57 6 53 52 6 41 42 6 45 43 6 50 43 6 52 43 6 41 42 6 35 42 6 33 42 2 38 45 2 31 58 4 44 58 6 64 65 4 58 51 6 42 51 5 37 52 5 32 42 3 14 38 6 56 58 4 51 42 5 40 57 6 69 68 5 57 42 5 52 42 4 47 33 5 42 57 3 47 54 2 45 54 4 33 42 2 54 45 4 42 49 2 45 18 4 49 28 6 21 28 3 7 15 2 18 45 4 23 32 2 45 59 4 32 41 2 59 41 3 15 39 2 41 34 3 39 15 2 34 27 6 24 25 2 27 25 4 49 28 1 62 53 4 28 46 1 53 46 6 16 25 1 46 53 6 65 66 1 53 45 1 63 56 1 45 36 4 46 60 1 36 27 1 56 49 1 27 36 1 49 41 6 43 42"
"Ng1f3 Pg7g6 Pc2c4 Pd7d6 Qd1a4 Ng8f6 Pd2d3 Bf8g7 Nb1c3 Pc7c6 Bc1f4 Pb7b5 Qa4c2 Ke8g8 Pe2e4 Pb5c4 Pd3c4 Nb8a6 Bf1d3 Pd6d5 Pe4d5 Pe7e6 Pd5e6 Bc8e6 Pc4b5 Na6c7 Bf4c7 Qd8c7 Ng1h3 Ra8d8 Nh3f4 Be6d5 Qc2d2 Rf8e8 Ra1c1 Bg7c3 Qd2c3 Bd5f3 Pg2f3 Re8e6 Qc3f6 Rd8d6 Qf6g5 Qc7e7 Ke1g1 Qe7g5 Pf3f4 Rd6d3 Rc1d1 Re6e2 Rd1d3 Bc3b2 Rf1c1 Bb2c1 Ph2h4 Bc1f4 Ph4g5 Bf4d2 Ph5h6 Kg8g7 Rd3d2 Pf7f6 Pg5f6 Kg7f6 Rd2d8 Re2b2 Kg1f1 Rb2b1 Rd8d3 Pa7a5 Rd3a3 Rb1h1 Kf1g2 Bd2f4 Pa2a4 Rh1h4 Pf6f7 Rh4g4 Kg2f3 Rg4b4","5","pseudolegal","Ng1f3 Pg7g6 Pc2c4 Pd7d6 Qd1a4 Ng8f6","75 5 55 49 6 61 60 6 24 26 6 37 36 2 31 10 5 62 52 6 32 33 4 54 61 5 15 25 6 29 28 4 23 50 6 21 19 2 10 24 1 46 62 6 40 42 6 19 26 6 33 26 5 22 12 4 47 33 6 36 35 6 42 35 6 45 44 6 35 44 4 30 44 6 26 19 5 12 29 4 50 29 2 38 29 5 55 65 3 14 38 5 65 50 4 44 35 2 24 32 3 54 46 3 7 23 4 61 25 2 32 25 4 35 49 6 56 49 3 46 44 2 25 52 3 38 36 2 52 59 2 29 45 1 39 55 2 45 59 6 49 50 3 36 33 3 23 31 3 44 40 3 31 33 4 25 16 3 47 23 4 16 23 6 64 66 4 23 50 6 66 59 4 50 32 6 67 68 1 62 61 3 33 32 6 53 52 6 59 52 1 61 52 3 32 38 3 40 16 1 55 47 3 16 15 3 38 33 6 13 11 3 33 9 3 15 63 1 47 56 4 32 50 6 8 10 3 63 66 6 52 53 3 66 58 1 56 49 3 58 18"
"Nb1h3 Nb8c6 Na4c3 Ph7h5 Nc3e4 Pd7d6 Ne4g5 Bc8d7 Ng5f7 Ke8f7 Pb2b3 Pe7e5 Bc1b2 Qd8h4 Pg2g3 Kf7e8 Qd1c1 Bd7e6 Pf2f3 Qh4f6 Ke1f2 Pd6d5 Pe2e4 Pd5e4 Pf3e4 Qf6a1 Qc1b2 Qa1b2 Ng1f3 Nc6d4 Bf1d3 Nd4f3 Kf2e3 Nf3g5 Ke3f2 Ng5e4 Kf2e2 Ne4c5 Ke2d2 Pb7b5 Rh1e1 Bf8b4 Kd2d1 Bb4e1 Pc2c3 Nc5e4 Bd3b5 Pc7c6 Bb5c4 Ne4c3 Bc4e6 Ke8d8 Be6f5 Nc3e4 Bf5e4 Pg7g6 Pb3b4 Be1b4 Pa2a4 Pa7a5 Pb4a5 Ra8a5 Kd1c2 Ra5a4 Kc2b3 Ra4a2 Kb3c4 Ra2a5 Kc4b4 Rh8e8 Kb4c4 Re8e4 Kc4b4 Re4f4 Kb4c4 Rf4c4 Kc4d3 Ra5d5 Kd3c4 Ng8e7","0","piece logic","Nb1h3","75 5 15 65 5 22 28 5 10 25 6 69 67 5 25 42 6 37 36 5 42 59 4 30 37 5 59 53 1 46 53 6 16 17 6 45 43 4 23 16 2 38 66 6 56 57 1 53 46 2 31 23 4 37 44 6 48 49 2 66 52 1 39 48 6 36 35 6 40 42 6 35 42 6 49 42 2 52 7 2 23 16 2 7 16 5 55 49 5 28 34 4 47 33 5 34 49 1 48 41 5 49 59 1 41 48 5 59 42 1 48 40 5 42 27 1 40 32 6 21 19 3 63 39 4 54 18 1 32 31 4 18 39 6 24 25 5 27 42 4 33 19 6 29 28 4 19 26 5 42 25 4 26 44 1 46 38 4 44 51 5 25 42 4 51 42 6 61 60 6 17 18 4 39 18 6 8 10 6 13 11 6 18 11 3 14 11 1 31 24 3 11 10 1 24 17 3 10 8 1 17 26 3 8 11 1 26 18 3 70 46 1 18 26 3 46 42 1 26 18 3 42 50 1 18 26 3 50 26 1 26 33 3 11 35 1 33 26 5 62 45"
"Pd7d6 Pd2d3 Pb7b6 Pe2d3 Qd1d2 Pa7a6 Pc2c3 Qd8d7 Pb2b4 Pc7c5 Pa2a4 Pc5c4 Bc1a3 Pa6a5 Ba3f8 Ke8f8 Ng1f3 Kf8e8 Bf1c4 Ke8f8 Ke1g1 Kf8e8 Nb1a3 Ke8d8 Pd3d4 Kd8e8 Pb4b5 Ke8f8 Na3b5 Kf8g8 Pb5b6 Kg8f8 Nf3e5 Kf8g8 Ne5d7 Kg8f8 Nd7f6 Kf8g8 Nf6e8 Kg8f8 Ne8g7 Kf8g7 Qd2e2 Kg7f8 Qe2g4 Kf8g7 Qg4f5 Ph7h6 Nd7f6 Kg7f6 Qf5f6 Kf6g7 Qf6f7 Kg7h8 Qf7g8 Kh8g8 Nf6h5 Kg8f8 Pf2f3 Kf8e7 Pf3f4 Ke7d7 Pg2g4 Kd7c7 Pf4f5 Kc7b6 Pf5f6 Kb6c7 Pg4g5 Kc7b6 Ph2h4 Kb6c7 Ph4h5 Kc7d7 Ph5h6 Kd7e8 Ph6h7 Ke8d7 Pg5g6 Kd7e8","0","piece logic","Pd7d6","75 6 37 36 6 32 33 6 21 20 6 40 33 2 31 32 6 13 12 6 24 25 2 38 37 6 16 18 6 29 27 6 8 10 6 27 26 4 23 9 6 12 11 4 9 54 1 46 54 5 55 49 1 54 46 4 47 26 1 46 54 1 39 55 1 54 46 5 15 9 1 46 38 6 33 34 1 38 46 6 18 19 1 46 54 5 9 19 1 54 62 6 19 20 1 62 54 5 49 43 1 54 62 5 43 37 1 62 54 5 37 52 1 54 62 5 52 46 1 62 54 5 46 61 1 54 61 2 32 40 1 61 54 2 40 58 1 54 61 2 58 51 6 69 68 5 37 52 1 61 52 2 51 52 1 52 61 2 52 53 1 61 70 2 53 62 1 70 62 5 52 67 1 62 54 6 48 49 1 54 45 6 49 50 1 45 37 6 56 58 1 37 29 6 50 51 1 29 20 6 51 52 1 20 29 6 58 59 1 29 20 6 64 66 1 20 29 6 66 67 1 29 37 6 67 68 1 37 46 6 68 69 1 46 37 6 59 60 1 37 46"
"Pb2b3 Pb7b6 Pd2d4 Pe7e5 Pd4e5 Bf8c5 Pe2e4 Bc5g1h3g2g3 Ng8f6 Bf1g2 Pc7c6 Pc2c3 Ke8g8 Nb1d2 Pd7d5 Pe4d5 Pc6d5 Ke1g1 Qd8d7 Pc3c4 Pd5c4 Nd2c4 Bc8a6 Nc4a3 Ra8d8 Rf1e1 Ph7h6 Na3c2 Ba6b7 Ra1b1 Nb8c6 Re1e2 Nc6d4 Rb1e1 Nd4e2 Qd1e2 Qd7c7 Qe2b5 Bb7a6 Qb5a4 Ba6b7 Qa4d1 Qc7d7 Qd1e2 Bb7a6 Qe2d1 Qd7d1 Bg2f1 Kg8h7 Bf1d3 Pg7g6 Ph2h4 Pg6g5 Ph4g5 Ph6g5 Pf2f4 Pg5f4 Pg3f4 Qd1b3 Pa2b3 Pb6b5 Bd3c2 Pf7f6 Bc1d2 Ba6f1 Kg1f1 Rd8e8 Kf1f2 Bf1h3 Kf2g3 Bh3f5 Bc2f5 Pa7a5 Bf5d3 Bb7e4 Bd3e4 Rf8d8 Kg3f2 Re8e4","7","syntax","Pb2b3 Pb7b6 Pd2d4 Pe7e5 Pd4e5 Bf8c5 Pe2e4 Bc5g1h3g2g3","75 6 16 17 6 21 20 6 32 34 6 45 43 6 34 43 4 54 27 6 40 42 4 27 55 65 56 57 5 62 52 4 47 56 6 29 28 6 24 25 1 46 62 5 15 32 6 37 35 6 42 35 6 28 35 1 39 55 2 38 37 6 25 26 6 35 26 5 32 26 4 30 12 5 26 9 3 14 38 3 47 39 6 69 68 5 9 24 4 12 21 3 7 15 5 22 28 3 39 40 5 28 34 3 15 39 5 34 40 2 31 40 2 37 29 2 40 19 4 21 12 2 19 10 4 12 21 2 10 31 2 29 37 2 31 40 4 21 12 2 40 31 2 37 31 4 56 47 1 62 69 4 47 33 6 61 60 6 64 66 6 60 59 6 66 59 6 68 59 6 48 50 6 59 50 6 57 50 2 31 17 6 8 17 6 20 19 4 33 24 6 53 52 4 23 32 4 12 47 1 55 47 3 38 46 1 47 48 4 47 65 1 48 57 4 65 51 4 24 51 6 13 11 4 51 33 4 21 42 4 33 42 3 54 38 1 57 48 3 46 42"
"Pd2d4 Ph7h5 Rg1f3 Pc7c5 Rf3f4 Pc5c4 Pe2e3 Qd8a5 Bf1c4 Qa5b4 Qd1e2 Qb4c5 Ke1f1 Qc5e5 Bc4f7 Ke8f7 Qe2f3 Kf7e8 Qf3f5 Pe7e6 Qf5e6 Ke8d8 Qe6f7 Kd8e8 Qf7f8 Ke8f8 Pe3e4 Kf8e8 Pf2f4 Qc5c2 Pe4e5 Qc2g6 Pf4f5 Qg6f5 Nb1c3 Qf5e5 Rh1f1 Qe5e7 Rf1e1 Qe7h4 Pg2g3 Qh4h2 Re1e3 Qh2h1 Kg1g2 Qh1a1 Pg3g4 Qa1a2 Bc1b2 Qa2b2 Nc3e2 Qb2e5 Pg4g5 Qe5g5 Pg5g6 Ph7g6 Kg2f3 Pd7d5 Pe3e4 Pd5e4 Kf3e4 Pc4c3 Pd2c3 Qg5e5 Ke4d3 Qe5f5 Kd3c4 Qf5e6 Kc4b4 Qe6e4 Kb4a5 Pa7a6 Ka5a4 Pb7b5 Ka4b3 Pb5b4 Kb3a4 Pb4b3 Ka4b3 Pa6a5","4","pseudolegal","Pd2d4 Ph7h5 Rg1f3 Pc7c5 Rf3f4","75 6 32 34 6 69 67 3 55 49 6 29 27 3 49 50 6 27 26 6 40 41 2 38 11 4 47 26 2 11 18 2 31 40 2 18 27 1 39 47 2 27 43 4 26 53 1 46 53 2 40 49 1 53 46 2 49 51 6 45 44 2 51 44 1 46 38 2 44 53 1 38 46 2 53 54 1 46 54 6 41 42 1 54 46 6 48 50 2 27 24 6 42 43 2 24 60 6 50 51 2 60 51 5 15 25 2 51 43 3 63 47 2 43 45 3 47 39 2 45 66 6 56 57 2 66 64 3 39 41 2 64 63 1 55 56 2 63 7 6 57 58 2 7 8 4 23 16 2 8 16 5 25 40 2 16 43 6 58 59 2 43 59 6 59 60 6 69 60 1 56 49 6 37 35 6 41 42 6 35 42 1 49 42 6 26 25 6 32 25 2 59 43 1 42 33 2 43 51 1 33 26 2 51 44 1 26 18 2 44 42 1 18 11 6 13 12 1 11 10 6 21 19 1 10 17 6 19 18 1 17 10 6 18 17 1 10 17 6 12 11"
"Pe2e4 Pb7b6 Pe4e5 Bc8b7 Ng1f3 Pd7d6 Pe5d6 Pe7d6 Pd2d4 Nb8d7 Pc2c4 Pc7c6 Nb1c3 Bf8e7 Bf1e2 Pf7f6 Ke1g1 Pe7e6 Be2d3 Pd6d5 Pc4d5 Pe6d5 Bd3f5 Ke8f7 Nf3e5 Kf7e7 Bf5g4 Ke7f8 Ne5c6 Bb7c6 Rf1e1 Bc6b7 Qd1b3 Nd7c5 Re1e7 Kf8e7 Pd4c5 Qd8c7 Bc1f4 Qc7c5 Kg1h1 Qc5f2 Qb3b4 Qf2f4 Bg4e6 Qf4b4 Pa2a3 Qb4c5 Pb2b4 Qc5c3 Be6d5 Ra8d8 Bd5c6 Ke7e8 Bc6b7 Ke8e7 Bb7e4 Qc3a1 Kh1g1 Qa1a4 Be4d5 Ke7d6 Bd5e6 Kd6c5 Be6d5 Qa4c2 Bd5e6 Kc5d4 Be6c4 Qc2c1 Kg1g2 Qc1e1 Kg2f3 Qe1e2 Kf3g3 Qe2e3 Kg3g2 Rd8d2 Kg2h3 Rd2d3","17","pseudolegal","Pe2e4 Pb7b6 Pe4e5 Bc8b7 Ng1f3 Pd7d6 Pe5d6 Pe7d6 Pd2d4 Nb8d7 Pc2c4 Pc7c6 Nb1c3 Bf8e7 Bf1e2 Pf7f6 Ke1g1 Pe7e6","75 6 40 42 6 21 20 6 42 43 4 30 21 5 55 49 6 37 36 6 43 36 6 45 36 6 32 34 5 22 37 6 24 26 6 29 28 5 15 25 4 54 45 4 47 40 6 53 52 1 39 55 6 45 44 4 40 33 6 36 35 6 26 35 6 44 35 4 33 51 1 46 53 5 49 43 1 53 45 4 51 58 1 45 54 5 43 28 4 21 28 3 47 39 4 28 21 2 31 17 5 37 27 3 39 45 1 54 45 6 34 27 2 38 29 4 23 50 2 29 27 1 55 63 2 27 48 2 17 18 2 48 50 4 58 44 2 50 18 6 8 9 2 18 27 6 16 18 2 27 25 4 44 35 3 14 38 4 35 28 1 45 46 4 28 21 1 46 45 4 21 42 2 25 7 1 63 55 2 7 10 4 42 35 1 45 36 4 35 44 1 36 27 4 44 35 2 10 24 4 35 44 1 27 34 4 44 26 2 24 23 1 55 56 2 23 39 1 56 49 2 39 40 1 49 57 2 40 41 1 57 56 3 38 32 1 56 65 3 32 33"
"Pc2c3 Pg7g5 Pe2e3 Pg5g4 Qd1a4 Pc7c6 Qa4g4 Pd7d6 Qg4g3 Pd6d5 Pd2d4 Ph7h5 Qg3e5 Qd8c7 Qe5c7 Nb8d7 Qc7c8 Ra8c8 Bc1d2 Nd7b6 Bd2a5 Nb6c4 Ba5d2 Nc4d2 Ng1f3 Nd2f3 Pg2f3 Ng8f6 Pf3f4 Bf8h6 Rh1g1 Rh8g8 Pe3e4 Pd5e4 Rg1g8 Bh6f8 Pd4d5 Pc6d5 Ke1e2 Pe4f3 Ke2f3 Bf8h6 Nb1a3 Ke8d8 Na3b5 Kd8d7 Bf1h3 Pa7a6 Nb5d4 Kd7c7 Nd4f5 Kc7b6 Nf5e7 Nf6e8 Pb2b4 Kb6c7 Pc3c4 Ne8f6 Ne7c8 Kc7c8 Bh3f1 Kc8c7 Bf1c4 Pd5c4 Kf3e4 Nf6g4 Ke4f3 Ng4f2 Kf3f2 Kc7b6 Ba5c3 Ne6d4 Kf2f3 Nd4c2 Kf3f4 Kb6b5 Kf4e5 Nc2e3 Ke5d6 Kb5b4","20","path obstruction","Pc2c3 Pg7g5 Pe2e3 Pg5g4 Qd1a4 Pc7c6 Qa4g4 Pd7d6 Qg4g3 Pd6d5 Pd2d4 Ph7h5 Qg3e5 Qd8c7 Qe5c7 Nb8d7 Qc7c8 Ra8c8 Bc1d2 Nd7b6 Bd2a5","75 6 24 25 6 61 59 6 40 41 6 59 58 2 31 10 6 29 28 2 10 58 6 37 36 2 58 57 6 36 35 6 32 34 6 69 67 2 57 43 2 38 29 2 43 29 5 22 37 2 29 30 3 14 30 4 23 32 5 37 20 4 32 11 5 20 26 4 11 32 5 26 32 5 55 49 5 32 49 6 56 49 5 62 52 6 49 50 4 54 68 3 63 55 3 70 62 6 41 42 6 35 42 3 55 62 4 68 54 6 34 35 6 28 35 1 39 40 6 42 49 1 40 49 4 54 68 5 15 9 1 46 38 5 9 19 1 38 37 4 47 65 6 13 12 5 19 34 1 37 29 5 34 51 1 29 20 5 51 45 5 52 46 6 16 18 1 20 29 6 25 26 5 46 52 5 45 30 1 29 30 4 65 47 1 30 29 4 47 26 6 35 26 1 49 42 5 52 58 1 42 49 5 58 48 1 49 48 1 29 20 4 11 25 5 44 34 1 48 49 5 34 24 1 49 50 1 20 19 1 50 43 5 24 41 1 43 36 1 19 18"
"Pe2e4 Pe7e5 Pb2b3 Bf8b4 Bc1b2 Nb8c6 Pg2g3 Pd7d5 Pe4d5 Nc6a5 Bb2c3 Bb4c3 Nb1c3 Pc7c6 Bf1d3 Pc6d5 Bd3f1 Pe5e4 Nc3b5 Bc8d7 Pc2c4 Pd5c4 Qd1a4 Qd8c7 Nb5c7 Ke8d8 Nc7a8 Pa7a6 Qa4c4 Rh8e8 Qc4c5 Re8a8 Qc5d4 Bd7b5 Qd4e5 Ng8e7 Qe5g7 Ra8a7 Qg7d4 Ne7c6 Qd4a7 Rd8a8 Qa7a6 Ra8a6 Ke1c1 Ra6a2 Kc1b1 Nc6d4 Ng1e2 Nd4e2 Rd1e2 Ne2d4 Bf1c4 Nd4b3 Kb1a2 Nb3d2 Ka2a1 Nd2c4 Pf2f3 Pe4f3 Pg3g4 Pf3f2 Re2f2 Nc4f2 Ka1f1 Nf2h3 Ka1a2 Nh3f4 Ph2h4 Pf7f6 Pg4g5 Kd8d7 Ka2b3 Nf4h5 Na8f6 Ph7h6 Nf6h5 Ph6g5 Rh1f1 Kd7e6","22","path obstruction","Pe2e4 Pe7e5 Pb2b3 Bf8b4 Bc1b2 Nb8c6 Pg2g3 Pd7d5 Pe4d5 Nc6a5 Bb2c3 Bb4c3 Nb1c3 Pc7c6 Bf1d3 Pc6d5 Bd3f1 Pe5e4 Nc3b5 Bc8d7 Pc2c4 Pd5c4 Qd1a4","75 6 40 42 6 45 43 6 16 17 4 54 18 4 23 16 5 22 28 6 56 57 6 37 35 6 42 35 5 28 11 4 16 25 4 18 25 5 15 25 6 29 28 4 47 33 6 28 35 4 33 47 6 43 42 5 25 19 4 30 37 6 24 26 6 35 26 2 31 10 2 38 29 5 19 29 1 46 38 5 29 14 6 13 12 2 10 26 3 70 46 2 26 27 3 46 14 2 27 34 4 37 19 2 34 43 5 62 45 2 43 61 3 14 13 2 61 34 5 45 28 2 34 13 3 38 14 2 13 12 3 14 12 1 39 23 3 12 8 1 23 15 5 28 34 5 55 40 5 34 40 3 31 40 5 40 34 4 47 26 5 34 17 1 15 8 5 17 32 1 8 7 5 32 26 6 48 49 6 42 49 6 57 58 6 49 48 3 40 48 5 26 48 1 7 47 5 48 65 1 7 8 5 65 50 6 64 66 6 53 52 6 58 59 1 38 37 1 8 17 5 50 67 5 14 52 6 69 68 5 52 67 6 68 59 3 63 47 1 37 44"
"Pe2e4 Pd7d5 Pe4e5 Pc7c5 Pc2c3 Nb8c6 Bf1c4 Pd5c4 Qd1a4 Bc8d7 Qa4c4 Pe7e6 Ng1f3 Nc6e5 Nf3e5 Bd7c6 Ne5f3 Bc6f3 Pg2f3 Ke8e7 Pd2d3 Ng8f6 Bc1g5 Ph7h6 Bg5f6 Pg7f6 Ke1g1 Ke7e8 Qc4e6 Pf6f5 Qe6f5 Ke8e7 Qf5c5 Ke7d8 Qc5d6 Kd8c8 Qd6f6 Kc8b8 Qf6f7 Kb8c8 Qf7g6 Kc8b8 Nb1d2 Bf8c5 Qg6f7 Nd2f3 Kg1h1 Nf3h4 Pg3h4 Rh8h4 Qf7e6 Rh4h7 Qe6g4 Ph6h5 Qg4g5 Rh7g7 Qg5g7 Ra8g8 Qg7e5 Rg8g7 Qe5g7 Kb8c7 Qg7a7 Kc7d6 Qa7c5 Kd6c5 Pb2b4 Kc5b6 Pa2a4 Kb6c7 Pb4b5 Qd8a8 Pa4a5 Kc7c8 Pb5b6 Kc8b8 Pa5a6 Qa8a6 Pb6b7 Kb8c7","29","pseudolegal","Pe2e4 Pd7d5 Pe4e5 Pc7c5 Pc2c3 Nb8c6 Bf1c4 Pd5c4 Qd1a4 Bc8d7 Qa4c4 Pe7e6 Ng1f3 Nc6e5 Nf3e5 Bd7c6 Ne5f3 Bc6f3 Pg2f3 Ke8e7 Pd2d3 Ng8f6 Bc1g5 Ph7h6 Bg5f6 Pg7f6 Ke1g1 Ke7e8 Qc4e6 Pf6f5","75 6 40 42 6 37 35 6 42 43 6 29 27 6 24 25 5 22 28 4 47 26 6 35 26 2 31 10 4 30 37 2 10 26 6 45 44 5 55 49 5 28 43 5 49 43 4 37 28 5 43 49 4 28 49 6 56 49 1 46 45 6 32 33 5 62 52 4 23 59 6 69 68 4 59 52 6 61 52 1 39 55 1 45 46 2 26 44 6 52 51 2 44 51 1 46 45 2 51 27 1 45 38 2 27 36 1 38 30 2 36 52 1 30 22 2 52 53 1 22 30 2 53 60 1 30 22 5 15 32 4 54 27 2 60 53 5 32 49 1 55 63 5 49 66 6 57 66 3 70 66 2 53 44 3 66 69 2 44 58 6 68 67 2 58 59 3 69 61 2 59 61 3 14 62 2 61 43 3 62 61 2 43 61 1 22 29 2 61 13 1 29 36 2 13 27 1 36 27 6 16 18 1 27 20 6 8 10 1 20 29 6 18 19 2 38 14 6 10 11 1 29 30 6 19 20 1 30 22 6 11 12 2 14 12 6 20 21 1 22 29"
"Ph2h4 Ng8f6 Pe2e4 Pe7e5 Pd2d4 Pd7d5 Pd4e5 Bf8b4 Pc2c3 Bb4c5 Pe4d5 Nf6d5 Bf1c4 Qd8e7 Bc4d5 Qe7e5 Qd1e2 Qe5e2 Ke1e2 Bc8g4 Ke2e1 Bg4d7 Pf2f3 Nb8c6 Pf3f4 Ke8c8 Nb1a3 Rd8e8 Na3b5 Pa7a6 Nb5d4 Bc5d4 Pc3d4 Nc6d4 Ke1f2 Nd4c2 Kf2f3 Nc2a1 Rh1g1 Bd7b5 Kf3e3 Na1c2 Ke3f3 Bb5d3 Kf3g4 Nc2e3 Kg4g5 Pg7g6 Ph4h5 Ph7h6 Kg5f4 Ne3f5 Kf4f3 Na1c2 Bc1e3 Nc2e3 Kf3e3 Ng8e7 Ke3f4 Ne7d5 Ng1f3 Pg6g5 Pf4f5 Re8g8 Be3g5 Rg8g5 Rg1g5 Ph6g5 Nf3g5 Kc8d7 Nh3f4 Rh8h5 Kf4g5 Rh5h2 Nf4g6 Pf7g6 Ng6f8 Rh2g2 Nf8d7 Kd7d6","28","pseudolegal","Ph2h4 Ng8f6 Pe2e4 Pe7e5 Pd2d4 Pd7d5 Pd4e5 Bf8b4 Pc2c3 Bb4c5 Pe4d5 Nf6d5 Bf1c4 Qd8e7 Bc4d5 Qe7e5 Qd1e2 Qe5e2 Ke1e2 Bc8g4 Ke2e1 Bg4d7 Pf2f3 Nb8c6 Pf3f4 Ke8c8 Nb1a3 Rd8e8 Na3b5","75 6 64 66 5 62 52 6 40 42 6 45 43 6 32 34 6 37 35 6 34 43 4 54 18 6 24 25 4 18 27 6 42 35 5 52 35 4 47 26 2 38 45 4 26 35 2 45 43 2 31 40 2 43 40 1 39 40 4 30 58 1 40 39 4 58 37 6 48 49 5 22 28 6 49 50 1 46 30 5 15 9 3 38 46 5 9 19 6 13 12 5 19 34 4 27 34 6 25 34 5 28 34 1 39 48 5 34 24 1 48 49 5 24 7 3 63 55 4 37 19 1 49 41 5 7 24 1 41 49 4 19 33 1 49 58 5 24 41 1 58 59 6 61 60 6 66 67 6 69 68 1 59 50 5 41 51 1 50 49 5 7 24 4 23 41 5 24 41 1 49 41 5 62 45 1 41 50 5 45 35 5 55 49 6 60 59 6 50 51 3 46 62 4 41 59 3 62 59 3 55 59 6 68 59 5 49 59 1 30 37 5 65 50 3 70 67 1 50 59 3 67 64 5 50 60 6 53 60 5 60 54 3 64 56 5 54 37 1 37 36"
"Pf2f4 Ng8f6 Pe2e3 Pc7c6 Ng1f3 Pd7d5 Pb2b3 Nb8d7 Bc1b2 Nd7b6 Nb1c3 Bc8g4 Ph2h3 Bg4h5 Pg2g4 Bh5g6 Pg4g5 Nf6h5 Pa2a4 Pe7e6 Bf1g2 Qd8g5 Nf3e5 Bg6f5 Pe3e4 Pd5e4 Bg2e4 Bf5e4 Qd1e2 Be4h1 Ke1c1 Bh1e4 Qe2e4 Ke8c8 Qe4e5 Qg5e5 Bb2e5 Pf7f6 Be5b2 Rh8e8 Kc1b2 Pf6f5 Bb2d4 Rd8d4 Pa4a5 Rd4d8 Bg2f3 Rd8d5 Bf3d5 Pc6d5 Pa5b6 Pa7b6 Rd1c1 Kc8d7 Pc2c3 Re8c8 Pc3c4 Pd5c4 Bb2a3 Rc8c6 Pb3c4 Rc6c4 Kb2c3 Rc4a4 Kc3b2 Ra4a3 Kb2c3 Ra3a5 Kc3b4 Ra5a3 Kb4b3 Ra3d3 Ph3h4 Ph7h6 Ph4h5 Rd3d2 Kb3b4 Rd2a2 Kb4a5 Ra2f2","34","path obstruction","Pf2f4 Ng8f6 Pe2e3 Pc7c6 Ng1f3 Pd7d5 Pb2b3 Nb8d7 Bc1b2 Nd7b6 Nb1c3 Bc8g4 Ph2h3 Bg4h5 Pg2g4 Bh5g6 Pg4g5 Nf6h5 Pa2a4 Pe7e6 Bf1g2 Qd8g5 Nf3e5 Bg6f5 Pe3e4 Pd5e4 Bg2e4 Bf5e4 Qd1e2 Be4h1 Ke1c1 Bh1e4 Qe2e4 Ke8c8 Qe4e5","75 6 48 50 5 62 52 6 40 41 6 29 28 5 55 49 6 37 35 6 16 17 5 22 37 4 23 16 5 37 20 5 15 25 4 30 58 6 64 65 4 58 67 6 56 58 4 67 60 6 58 59 5 52 67 6 8 10 6 45 44 4 47 56 2 38 59 5 49 43 4 60 51 6 41 42 6 35 42 4 56 42 4 51 42 2 31 40 4 42 63 1 39 23 4 63 42 2 40 42 1 46 30 2 42 43 2 59 43 4 16 43 6 53 52 4 43 16 3 70 46 1 23 16 6 52 51 4 16 34 3 38 34 6 10 11 3 34 38 4 56 49 3 38 35 4 49 35 6 28 35 6 11 20 6 13 20 3 31 23 1 30 37 6 24 25 3 46 30 6 25 26 6 35 26 4 16 9 3 30 28 6 17 26 3 28 26 1 16 25 3 26 10 1 25 16 3 10 9 1 16 25 3 9 11 1 25 18 3 11 9 1 18 17 3 9 33 6 65 66 6 69 68 6 66 67 3 33 32 1 17 18 3 32 8 1 18 11 3 8 48"
